Venue,Date,Day of Week,Event/Artist Name,Genre,Promoter Code,Promoter Name,Tickets Sold,Venue Capacity,Capacity Rate,Gross Ticket Revenue,Avg Ticket Price (incl. TW rebate),Bar Revenue,Avg Alcohol $/Guest,Band(s) Guarantee,% of Gross Ticket Revenue,Gate Settlement Gain/(Loss),Show Gross Proceeds,Source Year (file),Source File,Data Notes,Date_parsed
Majestic Theatre,2023-12-09,2023-12-09 00:00:00,Bear V Shark,Rock,,,967.0,1100.0,0.8790909090909091,31743.5,32.82678386763185,17230.31,17.81831437435367,15500.0,0.4882889410430482,7377.93,24608.24,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-12-09
Magic Stick,2023-12-16,2023-12-16 00:00:00,Codes,Electronic/Dance,1.0,In-House - Zach,197.0,750.0,0.2626666667,4588.25,23.29060914,5641.0,28.63451777,2750.0,0.5993570533,-2506.27,3134.73,2023,2023_Magic_Stick.xlsx,,2023-12-16
Majestic Theatre,2023-12-17,2023-12-17 00:00:00,Silverstein,Metal/Hard Rock,,,1115.0,1100.0,1.013636363636364,41891.0,37.57040358744395,14423.72,12.93607174887892,25500.0,0.6087226373206656,7819.2,22242.92,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-12-17
Majestic Theatre,2023-12-30,2023-12-30 00:00:00,Black Xmas,Comedy/Other,,,1023.0,1100.0,0.93,42816.4,41.85376344086021,26651.67,26.0524633431085,35150.0,0.8209471137227791,-15629.38,11022.29,2023,2023_show_results_-_Majestic_Theatre.xlsx,,2023-12-30
Magic Stick,2023-12-31,2023-12-31 00:00:00,Supertask,Electronic/Dance,5.0,Paxahau - Tom Pattyn,598.0,750.0,0.7973333333,20124.0,33.65217391,13554.0,22.66555184,18050.0,0.8969389783,-3093.26,10460.74,2023,2023_Magic_Stick.xlsx,,2023-12-31
Majestic Theatre,2024-01-05,2024-01-05 00:00:00,Story of the Year,Metal/Hard Rock,,,963.0,1100.0,0.8754545455,42920.0,44.56905504,15941.88,16.55439252,22000.0,0.5125815471,8478.58,24420.46,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-01-05
Magic Stick,2024-01-05,2024-01-05 00:00:00,Nora En Pure,Electronic/Dance,5.0,Paxahau - Tom Pattyn,846.0,800.0,1.0575,35840.0,42.36406619,24532.0,28.99763593,20450.0,0.5705915179,6164.13,30696.13,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-01-05
Magic Stick,2024-01-19,2024-01-19 00:00:00,Desert Hearts,Electronic/Dance,5.0,Paxahau - Tom Pattyn,242.0,800.0,0.3025,6434.75,26.58987603,7112.0,29.38842975,7400.0,1.150005828,-5751.97,1360.03,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-01-19
Majestic Theatre,2024-01-19,2024-01-19 00:00:00,Blue Note Orchestra,Jazz/Blues/Soul,,,114.0,1100.0,0.1036363636,10927.0,95.85087719,2000.27,17.54622807,0.0,0.0,5554.99,7555.26,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-01-19
Magic Stick,2024-01-20,2024-01-20 00:00:00,Nostalgix,Electronic/Dance,5.0,Paxahau - Tom Pattyn,279.0,781.0,0.357234315,6072.5,21.76523297,7794.0,27.93548387,4000.0,0.6587072869,-916.92,6877.08,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-01-20
Magic Stick,2024-01-25,2024-01-25 00:00:00,Couch,Electronic/Dance,1.0,In-House - Zach,321.0,750.0,0.428,7860.25,24.48676012,2417.0,7.529595016,5600.0,0.7124455329,-899.78,1517.22,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-01-25
Majestic Theatre,2024-01-27,2024-01-27 00:00:00,Restless Road,Country/Americana,,,556.0,1100.0,0.5054545455,17568.0,31.5971223,9421.25,16.94469424,4539.5,0.2583959472,442.48,9863.73,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-01-27
Majestic Theatre,2024-02-01,2024-02-01 00:00:00,DJ Shadow,Electronic/Dance,,,817.0,1100.0,0.7427272727,31973.05,39.13470012,13114.04,16.05145655,11000.0,0.344039746,10392.99,23507.03,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-02-01
Majestic Theatre,2024-02-02,2024-02-02 00:00:00,Mayer Hawthorne,Hip-Hop/R&B,,,780.0,1100.0,0.7090909091,37898.0,48.58717949,14047.36,18.0094359,9636.22,0.2542672437,11614.06,25661.42,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-02-02
Magic Stick,2024-02-03,2024-02-03 00:00:00,NALA,Electronic/Dance,5.0,Paxahau - Tom Pattyn,617.0,800.0,0.77125,14759.25,23.92098865,13475.0,21.83954619,2350.0,0.1592221827,5274.31,18749.31,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-02-03
Magic Stick,2024-02-10,2024-02-10 00:00:00,San Pacho,Electronic/Dance,5.0,Paxahau - Tom Pattyn,581.0,800.0,0.72625,13649.5,23.49311532,15927.0,27.4130809,2950.0,0.2161251328,5054.9,20981.9,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-02-10
Majestic Theatre,2024-02-10,2024-02-10 00:00:00,Poolside,Electronic/Dance,,,494.0,1100.0,0.4490909091,17704.65,35.83937247,8320.11,16.84232794,7000.0,0.3953763559,1841.06,10161.17,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-02-10
Majestic Theatre,2024-02-13,2024-02-13 00:00:00,Elyanna,Pop,,,1115.0,1100.0,1.013636364,34655.5,31.08116592,6644.19,5.958914798,10500.0,0.3029822106,10811.86,17456.05,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-02-13
Majestic Theatre,2024-02-19,2024-02-19 00:00:00,Eric Bellinger,Hip-Hop/R&B,,,689.0,1100.0,0.6263636364,38016.0,55.17561684,7921.52,11.49712627,10750.0,0.2827756734,9268.6,17190.12,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-02-19
Magic Stick,2024-02-19,2024-02-19 00:00:00,Roger Sanchez,Electronic/Dance,5.0,Paxahau - Tom Pattyn,190.0,800.0,0.2375,4972.0,26.16842105,7544.0,39.70526316,5550.0,1.116251006,-3954.85,3589.15,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-02-19
Magic Stick,2024-02-23,2024-02-23 00:00:00,Municipal Waste,Metal/Hard Rock,1.0,In-House - Zach,800.0,814.0,0.9828009828,23562.5,29.453125,11082.0,13.8525,10000.0,0.424403183,7519.67,18601.67,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-02-23
Magic Stick,2024-02-24,2024-02-24 00:00:00,Maddix,Electronic/Dance,5.0,Paxahau - Tom Pattyn,549.0,800.0,0.68625,13299.25,24.22449909,14910.0,27.15846995,5650.0,0.424835987,3989.79,18899.79,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-02-24
Majestic Theatre,2024-02-29,2024-02-29 00:00:00,Thievery Corporation,Electronic/Dance,,,1115.0,1100.0,1.013636364,53190.5,47.7044843,17868.05,16.02515695,25500.0,0.479408917,14441.06,32309.11,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-02-29
Magic Stick,2024-03-01,2024-03-01 00:00:00,Ranger Trucco,Electronic/Dance,5.0,Paxahau - Tom Pattyn,449.0,800.0,0.56125,9289.0,20.68819599,12160.0,27.08240535,3550.0,0.3821724621,598.72,12758.72,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-01
Majestic Theatre,2024-03-01,2024-03-01 00:00:00,Sam Barber,Country/Americana,,,1130.0,1100.0,1.027272727,33341.8,29.5060177,18371.54,16.258,16059.38,0.4816590586,5568.23,23939.77,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-01
Magic Stick,2024-03-02,2024-03-02 00:00:00,Nils Hoffman,Electronic/Dance,5.0,Paxahau - Tom Pattyn,397.0,800.0,0.49625,9173.75,23.10768262,9242.0,23.27959698,3950.0,0.4305763728,1945.65,11187.65,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-02
Majestic Theatre,2024-03-04,2024-03-04 00:00:00,Two Door Cinema Club,Rock,,,1215.0,1100.0,1.104545455,56298.36,46.33609877,13057.21,10.7466749,26215.66,0.4656558379,18676.16,31733.37,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-04
Majestic Theatre,2024-03-05,2024-03-05 00:00:00,Twin Temple,Metal/Hard Rock,,,623.0,1100.0,0.5663636364,21415.0,34.37399679,6495.44,10.42606742,8500.0,0.3969180481,2853.42,9348.86,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-05
Magic Stick,2024-03-08,2024-03-08 00:00:00,Aname,Electronic/Dance,2.0,In-House - Brie,215.0,750.0,0.2866666667,5222.5,24.29069767,5003.0,23.26976744,4500.0,0.8616562949,-2564.05,2438.95,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-08
Magic Stick,2024-03-09,2024-03-09 00:00:00,Joel Corry,Electronic/Dance,5.0,Paxahau - Tom Pattyn,419.0,800.0,0.52375,6628.0,15.81861575,11541.0,27.54415274,8000.0,1.207000604,-5645.54,5895.46,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-09
Magic Stick,2024-03-14,2024-03-14 00:00:00,Decibel Tour,Metal/Hard Rock,1.0,In-House - Zach,166.0,750.0,0.2213333333,4924.5,29.66566265,2459.0,14.81325301,5000.0,1.015331506,-4116.34,-1657.34,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-14
Majestic Theatre,2024-03-14,2024-03-14 00:00:00,Kaivon,Electronic/Dance,,,457.0,1100.0,0.4154545455,12114.5,26.50875274,7999.35,17.50404814,5000.0,0.4127285484,-1006.15,6993.2,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-14
Majestic Theatre,2024-03-15,2024-03-15 00:00:00,Dorian Electra,Pop,,,584.0,1100.0,0.5309090909,24564.37,42.0622774,5295.54,9.067705479,11500.0,0.4681577423,28.26,5323.8,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-15
Magic Stick,2024-03-15,2024-03-15 00:00:00,Ben Hemsley,Electronic/Dance,9.0,In-house - Tom,82.0,800.0,0.1025,2011.0,24.52439024,3121.0,38.06097561,3500.0,1.740427648,-3833.88,-712.88,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-15
Majestic Theatre,2024-03-16,2024-03-16 00:00:00,Le Youth,Electronic/Dance,,,456.0,1100.0,0.4145454545,14229.63,31.20532895,9818.56,21.53192982,5900.0,0.4146277872,-1959.18,7859.38,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-16
Magic Stick,2024-03-16,2024-03-16 00:00:00,Paul Oakenfold,Electronic/Dance,9.0,In-house - Tom,750.0,750.0,1.0,22514.25,30.019,18731.0,24.97466667,11300.0,0.5019043495,6575.3,25306.3,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-16
Magic Stick,2024-03-18,2024-03-18 00:00:00,Kaaze,Electronic/Dance,2.0,In-House - Brie,242.0,750.0,0.3226666667,6432.25,26.57954545,5790.0,23.92561983,5750.0,0.8939329162,-2088.85,3701.15,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2024-03-18
Magic Stick,2024-03-18,2024-03-18 00:00:00,Mitch Rowland,Rock,1.0,In-House - Zach,374.0,750.0,0.4986666667,11103.5,29.68850267,1268.0,3.390374332,8750.0,0.7880398073,-696.49,571.51,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-18
Majestic Theatre,2024-03-20,2024-03-20 00:00:00,Health,Rock,,,828.0,1100.0,0.7527272727,31093.5,37.55253623,10841.61,13.09373188,11500.0,0.3698522199,8936.34,19777.95,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-20
Magic Stick,2024-03-21,2024-03-21 00:00:00,Between the Buried and Me-2 nights,Metal/Hard Rock,1.0,In-House - Zach,1500.0,1503.0,0.998003992,46871.75,31.24783333,16139.0,10.75933333,26053.11,0.5558382181,9266.21,25405.21,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-21
Majestic Theatre,2024-03-21,2024-03-21 00:00:00,49 Winchester,Country/Americana,,,514.0,1100.0,0.4672727273,15848.0,30.83268482,9396.94,18.28198444,8000.0,0.5047955578,-2228.19,7168.75,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-21
Magic Stick,2024-03-22,2024-03-22 00:00:00,Stoop Lee,Hip-Hop/R&B,1.0,In-House - Zach,374.0,750.0,0.4986666667,8735.5,23.35695187,5797.0,15.5,5236.0,0.5993932803,1340.29,7137.29,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-22
Majestic Theatre,2024-03-22,2024-03-22 00:00:00,Ismo,Comedy/Other,,,400.0,1100.0,0.3636363636,21856.0,54.64,3303.99,8.259975,10337.1,0.4729639458,6310.25,9614.24,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-22
Majestic Theatre,2024-03-27,2024-03-27 00:00:00,Alestorm,Metal/Hard Rock,,,988.0,1100.0,0.8981818182,38815.5,39.28694332,16183.69,16.38025304,19900.0,0.5126817895,5899.71,22083.4,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-27
Majestic Theatre,2024-03-28,2024-03-28 00:00:00,William Black,Electronic/Dance,,,425.0,1100.0,0.3863636364,12547.27,29.52298824,7706.36,18.13261176,6250.0,0.4981163233,-3938.39,3767.97,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-28
Magic Stick,2024-03-28,2024-03-28 00:00:00,Visages,Electronic/Dance,8.0,Further Frequencies,201.0,800.0,0.25125,4858.5,24.17164179,4281.0,21.29850746,2700.0,0.5557270763,-544.11,3736.89,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-28
Magic Stick,2024-03-29,2024-03-29 00:00:00,The Shapeshifters,Electronic/Dance,2.0,In-House - Brie,210.0,800.0,0.2625,5696.5,27.12619048,6002.0,28.58095238,7200.0,1.263933995,-5091.07,910.93,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-03-29
Majestic Theatre,2024-03-31,2024-03-31 00:00:00,Last Dinner Party,Rock,,,1115.0,1100.0,1.013636364,40226.47,36.07755157,7832.0,7.024215247,13440.22,0.334113831,16995.93,24827.93,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-03-31
Magic Stick,2024-04-05,2024-04-05 00:00:00,K.L.O.,Electronic/Dance,8.0,Further Frequencies,243.0,750.0,0.324,6681.5,27.49588477,6345.0,26.11111111,6150.0,0.9204519943,-3305.31,3039.69,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-05
Magic Stick,2024-04-12,2024-04-12 00:00:00,Reverend Horton Heat,Rock,,,695.0,750.0,0.9266666667,24841.81,35.74361151,11898.0,17.11942446,12626.41,0.5082725454,6389.06,18287.06,2026,2026_Show_Results_-_Magic_Stick.xlsx,Promoter code field contained invalid value (2026-01-03 00:00:00) - left blank,2024-04-12
Magic Stick,2024-04-12,2024-04-12 00:00:00,UNIIQU3,Electronic/Dance,1.0,In-House - Zach,68.0,750.0,0.09066666667,1482.5,21.80147059,1667.0,24.51470588,4750.0,3.204047218,-5558.61,-3891.61,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-12
Majestic Theatre,2024-04-13,2024-04-13 00:00:00,Jeff Rosenstock,Rock,,,1164.0,1100.0,1.058181818,34463.8,29.6080756,11132.84,9.564295533,20000.0,0.5803190594,477.27,11610.11,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-04-13
Magic Stick,2024-04-13,2024-04-13 00:00:00,CID,Electronic/Dance,2.0,In-House - Brie,305.0,750.0,0.4066666667,9149.0,29.99672131,8136.0,26.67540984,7600.0,0.8306918789,-1725.69,6410.31,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-13
Majestic Theatre,2024-04-14,2024-04-14 00:00:00,Queenssryche,Metal/Hard Rock,,,495.0,1100.0,0.45,24221.78,48.93288889,7160.76,14.46618182,20000.0,0.8257031482,-5772.86,1387.9,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-04-14
Magic Stick,2024-04-14,2024-04-14 00:00:00,Helmet,Metal/Hard Rock,1.0,In-House - Zach,332.0,754.0,0.4403183024,11670.0,35.15060241,4821.0,14.52108434,11500.0,0.9854327335,-3474.64,1346.36,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-14
Magic Stick,2024-04-15,2024-04-15 00:00:00,Insomnium,Metal/Hard Rock,1.0,In-House - Zach,298.0,750.0,0.3973333333,9504.25,31.89345638,3376.0,11.32885906,5500.0,0.5786884815,-174.94,3201.06,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-15
Majestic Theatre,2024-04-19,2024-04-19 00:00:00,Sematary,Hip-Hop/R&B,,,435.0,1100.0,0.3954545455,19707.19,45.30388506,2175.09,5.000206897,22500.0,1.141715283,-11982.15,-9807.06,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-04-19
Magic Stick,2024-04-19,2024-04-19 00:00:00,Sidepiece,Electronic/Dance,5.0,Paxahau - Tom Pattyn,849.0,800.0,1.06125,29357.5,34.57891637,29616.0,34.88339223,15500.0,0.5279741122,3208.58,32824.58,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-19
Magic Stick,2024-04-20,2024-04-20 00:00:00,Bonnie x Clyde,Electronic/Dance,9.0,In-house - Tom,430.0,800.0,0.5375,10058.5,23.39186047,12405.0,28.84883721,4000.0,0.3976736094,2665.05,15070.05,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-20
Majestic Theatre,2024-04-21,2024-04-21 00:00:00,Waxahacthee,Rock,,,1115.0,1100.0,1.013636364,51465.0,46.15695067,11639.66,10.43915695,25448.0,0.4944719712,14468.31,26107.97,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-04-21
Majestic Theatre,2024-04-25,2024-04-25 00:00:00,The Ghost Inside,Metal/Hard Rock,,,488.0,1100.0,0.4436363636,20619.29,42.25264344,10026.0,20.54508197,20000.0,0.9699655032,-10718.25,-692.25,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-04-25
Magic Stick,2024-04-27,2024-04-27 00:00:00,Joe Hertler & the Rainbow Seekers,Rock,1.0,In-House - Zach,369.0,700.0,0.5271428571,9378.25,25.41531165,7750.0,21.00271003,5730.75,0.611068163,1211.24,8961.24,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-04-27
Magic Stick,2024-05-03,2024-05-03 00:00:00,Zingara,Electronic/Dance,9.0,In-house - Tom,830.0,800.0,1.0375,25050.75,30.18162651,15078.0,18.16626506,6000.0,0.239513787,8973.23,24051.23,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-03
Magic Stick,2024-05-04,2024-05-04 00:00:00,Deeper Purpose,Electronic/Dance,5.0,Paxahau - Tom Pattyn,371.0,750.0,0.4946666667,8627.75,23.25539084,11700.0,31.53638814,4600.0,0.5331633392,-979.73,10720.27,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-04
Magic Stick,2024-05-07,2024-05-07 00:00:00,A-Trak,Electronic/Dance,5.0,Paxahau - Tom Pattyn,,750.0,0.0,,,,,,,,0.0,2025,2025_Show_Results_-_Magic_Stick.xlsx,,2024-05-07
Magic Stick,2024-05-07,2024-05-07 00:00:00,Dustin Kensrue,Rock,1.0,In-House - Zach,204.0,750.0,0.272,5395.5,26.44852941,1899.0,9.308823529,4350.0,0.8062274117,-2155.33,-256.33,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-07
Magic Stick,2024-05-08,2024-05-08 00:00:00,Little Miss Nasty,Electronic/Dance,1.0,In-House - Zach,192.0,206.0,0.932038835,5975.25,31.12109375,2578.0,13.42708333,3490.0,0.5840759801,-129.09,2448.91,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-08
Majestic Theatre,2024-05-09,2024-05-09 00:00:00,Shordie Shordie,Hip-Hop/R&B,,,423.0,1100.0,0.3845454545,15859.28,37.49238771,4422.93,10.45609929,8800.0,0.5548801711,-3726.67,696.26,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-05-09
Majestic Theatre,2024-05-09,2024-05-09 00:00:00,Stiff Little Fingers,Rock,,,353.0,1100.0,0.3209090909,13700.63,38.811983,4549.74,12.88878187,10000.0,0.7298934429,-4712.17,-162.43,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-05-09
Magic Stick,2024-05-10,2024-05-10 00:00:00,Ardalan,Electronic/Dance,5.0,Paxahau - Tom Pattyn,105.0,800.0,0.13125,1923.75,18.32142857,3260.0,31.04761905,4900.0,2.547108512,-5519.32,-2259.32,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-10
Majestic Theatre,2024-05-11,2024-05-11 00:00:00,Molly Tuttle,Country/Americana,,,625.0,1100.0,0.5681818182,28575.0,45.72,7716.37,12.346192,10500.0,0.3674540682,8235.99,15952.36,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-05-11
Magic Stick,2024-05-11,2024-05-11 00:00:00,DJ Susan,Electronic/Dance,2.0,In-House - Brie,109.0,800.0,0.13625,2664.75,24.44724771,4149.0,38.06422018,4150.0,1.557369359,-3411.98,737.02,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-11
Majestic Theatre,2024-05-14,2024-05-14 00:00:00,Abbath,Metal/Hard Rock,,,163.0,1100.0,0.1481818182,6029.35,36.9898773,2824.63,17.3290184,8100.0,1.343428396,-11870.11,-9045.48,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-05-14
Majestic Theatre,2024-05-15,2024-05-15 00:00:00,Ride,Rock,,,384.0,1100.0,0.3490909091,16591.65,43.20742188,4358.76,11.3509375,4200.0,0.2531393804,-7052.63,-2693.87,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-05-15
Majestic Theatre,2024-05-17,2024-05-17 00:00:00,Psychelic Porn Crumpets,Rock,,,582.0,1100.0,0.5290909091,20132.0,34.59106529,7726.76,13.27621993,8500.0,0.4222133916,1621.48,9348.24,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-05-17
Magic Stick,2024-05-17,2024-05-17 00:00:00,High On Fire,Metal/Hard Rock,1.0,In-House - Zach,726.0,750.0,0.968,21544.0,29.67493113,11559.0,15.9214876,11082.75,0.5144239696,5292.96,16851.96,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-17
Majestic Theatre,2024-05-18,2024-05-18 00:00:00,They Might Be Giants - Night 1,Rock,,,1126.0,1100.0,1.023636363636364,56328.365,25.01259547,11232.515,4.987795293,31056.275,0.5513434484,14727.48,25959.995,2024,2024_Majestic_Theater_Show_Results.xlsx,Split from 2-night combined row - Night 1 of 2 (values divided by 2),2024-05-18
Magic Stick,2024-05-18,2024-05-18 00:00:00,Carley Lusk,Country/Americana,1.0,In-House - Zach,174.0,750.0,0.232,2240.0,12.87356322,2353.0,13.52298851,1254.0,0.5598214286,-676.44,1676.56,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-18
Majestic Theatre,2024-05-19,2024-05-18 00:00:00,They Might Be Giants - Night 2,Rock,,,1126.0,1100.0,1.023636363636364,56328.365,25.01259547,11232.515,4.987795293,31056.275,0.5513434484,14727.48,25959.995,2024,2024_Majestic_Theater_Show_Results.xlsx,Split from 2-night combined row - Night 2 of 2 (values divided by 2),2024-05-19
Magic Stick,2024-05-24,2024-05-24 00:00:00,Dr Fresch,Electronic/Dance,5.0,Paxahau - Tom Pattyn,922.0,830.0,1.110843373,38199.0,41.43058568,29368.0,31.85249458,15250.0,0.3992251106,13498.19,42866.19,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-24
Magic Stick,2024-05-25,2024-05-25 00:00:00,Meduza,Electronic/Dance,5.0,Paxahau - Tom Pattyn,958.0,850.0,1.127058824,58395.0,60.95511482,26449.07,27.60863257,30900.0,0.5291548934,17663.7,44112.77,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-25
Magic Stick,2024-05-26,2024-05-26 00:00:00,Kevin Saunderson,Electronic/Dance,5.0,Paxahau - Tom Pattyn,955.0,850.0,1.123529412,52950.0,55.44502618,26421.01,27.66597906,19500.0,0.3682719547,23879.04,50300.05,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-26
Magic Stick,2024-05-27,2024-05-27 00:00:00,In The Mood,Electronic/Dance,5.0,Paxahau - Tom Pattyn,707.0,800.0,0.88375,35494.0,50.20367751,13648.59,19.30493635,20500.0,0.5775624049,6825.04,20473.63,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-27
Majestic Theatre,2024-05-30,2024-05-30 00:00:00,Hunxho,Hip-Hop/R&B,,,1115.0,1100.0,1.013636364,55432.38,49.71513901,8098.86,7.26355157,18668.41,0.3367780709,15153.37,23252.23,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-05-30
Magic Stick,2024-05-31,2024-05-31 00:00:00,Tied Down Preshow - Rental,Metal/Hard Rock,6.0,Rental event,751.0,800.0,0.93875,4994.0,6.649800266,11373.0,15.14380826,0.0,0.0,2911.0,14284.0,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-05-31
Magic Stick,2024-06-01,2024-06-01 00:00:00,Crusy - Alley Deck,Electronic/Dance,2.0,In-House - Brie,91.0,250.0,0.364,2113.5,23.22527473,2523.0,27.72527473,2350.0,1.111899692,-1830.17,692.83,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-06-01
Magic Stick,2024-06-02,2024-06-02 00:00:00,Death To All,Metal/Hard Rock,1.0,In-House - Zach,436.0,750.0,0.5813333333,17520.0,40.18348624,4699.0,10.77752294,8626.44,0.4923767123,2964.37,7663.37,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-06-02
Magic Stick,2024-06-05,2024-06-05 00:00:00,Violent Vira,Electronic/Dance,1.0,In-House - Zach,626.0,750.0,0.8346666667,18015.0,28.77795527,3328.0,5.31629393,10096.0,0.5604218707,4829.53,8157.53,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-06-05
Magic Stick,2024-06-06,2024-06-06 00:00:00,Mac Miller Tribute,Hip-Hop/R&B,1.0,In-House - Zach,206.0,750.0,0.2746666667,3995.0,19.39320388,3191.0,15.49029126,2246.25,0.5622653317,-418.29,2772.71,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-06-06
Majestic Theatre,2024-06-07,2024-06-07 00:00:00,Archspire,Metal/Hard Rock,,,624.0,1100.0,0.5672727273,21458.97,34.389375,10554.95,16.91498397,8000.0,0.3728044729,2438.6,12993.55,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-06-07
Magic Stick,2024-06-07,2024-06-07 00:00:00,Tep No - Alley Deck,Electronic/Dance,1.0,In-House - Zach,80.0,200.0,0.4,1574.5,19.68125,1772.0,22.15,950.0,0.603366148,-284.34,1487.66,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-06-07
Magic Stick,2024-06-08,2024-06-08 00:00:00,Of Montreal,Rock,4.0,Good Show - Jason Berry,547.0,700.0,0.7814285714,16292.0,29.78427788,6130.0,11.20658135,8827.57,0.5418346428,3848.61,9978.61,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-06-08
Magic Stick,2024-06-14,2024-06-14 00:00:00,Lavern,Electronic/Dance,1.0,In-House - Zach,359.0,800.0,0.44875,8741.75,24.35027855,6482.0,18.05571031,3250.0,0.371779106,1383.4,7865.4,2024,2024_Show_Results_-_Magic_Stick.xlsx,,2024-06-14
Majestic Theatre,2024-06-25,2024-06-25 00:00:00,The Church,Rock,,,887.0,1100.0,0.8063636364,56738.0,63.96617813,15952.53,17.98481398,25500.0,0.4494342416,8684.12,24636.65,2024,2024_Majestic_Theater_Show_Results.xlsx,,2024-06-25
